"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455803,"2011/08/29","Mon",0.83745
2455804,"2011/08/30","Tue",0.83466
2455805,"2011/08/31","Wed",0.82163
2455806,"2011/09/01","Thu",0.81539
2455807,"2011/09/02","Fri",0.80109
"(C) 2011 Prof. Werner Antweiler, UBC"
