"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456559,"2013/09/23","Mon",0.72077
2456560,"2013/09/24","Tue",0.72010
2456561,"2013/09/25","Wed",0.71767
2456562,"2013/09/26","Thu",0.71855
2456563,"2013/09/27","Fri",0.71721
"(C) 2013 Prof. Werner Antweiler, UBC"
