"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456468,"2013/06/24","Mon",1.0282
2456469,"2013/06/25","Tue",1.0287
2456470,"2013/06/26","Wed",1.0282
2456471,"2013/06/27","Thu",1.0281
2456472,"2013/06/28","Fri",1.0378
"(C) 2013 Prof. Werner Antweiler, UBC"
