"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456629,"2013/12/02","Mon",96.899
2456630,"2013/12/03","Tue",95.969
2456631,"2013/12/04","Wed",95.785
2456632,"2013/12/05","Thu",95.694
2456633,"2013/12/06","Fri",96.525
"(C) 2013 Prof. Werner Antweiler, UBC"
