"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455924,"2011/12/28","Wed",0.96833
2455925,"2011/12/29","Thu",0.96646
2455926,"2011/12/30","Fri",0.95932
"(C) 2011 Prof. Werner Antweiler, UBC"
