"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456531,"2013/08/26","Mon",93.809
2456532,"2013/08/27","Tue",92.678
2456533,"2013/08/28","Wed",93.110
2456534,"2013/08/29","Thu",93.545
2456535,"2013/08/30","Fri",93.110
"(C) 2013 Prof. Werner Antweiler, UBC"
