"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455831,"2011/09/26","Mon",73.855
2455832,"2011/09/27","Tue",75.188
2455833,"2011/09/28","Wed",74.850
2455834,"2011/09/29","Thu",74.184
2455835,"2011/09/30","Fri",74.129
2455838,"2011/10/03","Mon",73.421
2455839,"2011/10/04","Tue",72.464
2455840,"2011/10/05","Wed",73.584
2455841,"2011/10/06","Thu",73.475
2455842,"2011/10/07","Fri",74.349
"(C) 2011 Prof. Werner Antweiler, UBC"
