"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456748,"2014/03/31","Mon",0.54259
2456749,"2014/04/01","Tue",0.54505
2456750,"2014/04/02","Wed",0.54502
2456751,"2014/04/03","Thu",0.54651
2456752,"2014/04/04","Fri",0.54897
"(C) 2014 Prof. Werner Antweiler, UBC"
