"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456132,"2012/07/23","Mon",77.042
2456133,"2012/07/24","Tue",76.628
2456134,"2012/07/25","Wed",76.805
2456135,"2012/07/26","Thu",77.459
2456136,"2012/07/27","Fri",78.064
"(C) 2012 Prof. Werner Antweiler, UBC"
