"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455712,"2011/05/30","Mon",0.71767
2455713,"2011/05/31","Tue",0.71803
2455714,"2011/06/01","Wed",0.71342
2455715,"2011/06/02","Thu",0.70791
"(C) 2011 Prof. Werner Antweiler, UBC"
