"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456070,"2012/05/22","Tue",78.493
2456071,"2012/05/23","Wed",77.220
2456072,"2012/05/24","Thu",77.340
2456073,"2012/05/25","Fri",77.459
"(C) 2012 Prof. Werner Antweiler, UBC"
