"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456405,"2013/04/22","Mon",96.712
2456406,"2013/04/23","Tue",96.899
2456407,"2013/04/24","Wed",96.805
2456408,"2013/04/25","Thu",97.561
2456409,"2013/04/26","Fri",96.246
"(C) 2013 Prof. Werner Antweiler, UBC"
