"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456112,"2012/07/03","Tue",0.78278
2456113,"2012/07/04","Wed",0.78827
2456114,"2012/07/05","Thu",0.79707
2456115,"2012/07/06","Fri",0.79828
"(C) 2012 Prof. Werner Antweiler, UBC"
