"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456020,"2012/04/02","Mon",0.75683
2456021,"2012/04/03","Tue",0.75660
2456022,"2012/04/04","Wed",0.76464
2456023,"2012/04/05","Thu",0.77095
"(C) 2012 Prof. Werner Antweiler, UBC"
