"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456503,"2013/07/29","Mon",0.63468
2456504,"2013/07/30","Tue",0.63735
2456505,"2013/07/31","Wed",0.64029
2456506,"2013/08/01","Thu",0.63877
2456507,"2013/08/02","Fri",0.63044
"(C) 2013 Prof. Werner Antweiler, UBC"
