"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456070,"2012/05/22","Tue",0.92550
2456071,"2012/05/23","Wed",0.92989
2456072,"2012/05/24","Thu",0.93023
2456073,"2012/05/25","Fri",0.93266
2456076,"2012/05/28","Mon",0.93572
2456077,"2012/05/29","Tue",0.93817
2456078,"2012/05/30","Wed",0.94118
2456079,"2012/05/31","Thu",0.93870
2456080,"2012/06/01","Fri",0.93171
"(C) 2012 Prof. Werner Antweiler, UBC"
