"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456343,"2013/02/19","Tue",0.95493
2456344,"2013/02/20","Wed",0.95657
2456345,"2013/02/21","Thu",0.95785
2456346,"2013/02/22","Fri",0.94805
"(C) 2013 Prof. Werner Antweiler, UBC"
