"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456440,"2013/05/27","Mon",97.847
2456441,"2013/05/28","Tue",98.425
2456442,"2013/05/29","Wed",97.276
2456443,"2013/05/30","Thu",98.039
2456444,"2013/05/31","Fri",97.561
"(C) 2013 Prof. Werner Antweiler, UBC"
