"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456202,"2012/10/01","Mon",0.95420
2456203,"2012/10/02","Tue",0.95057
2456204,"2012/10/03","Wed",0.95057
2456205,"2012/10/04","Thu",0.94868
2456206,"2012/10/05","Fri",0.95102
"(C) 2012 Prof. Werner Antweiler, UBC"
