"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455950,"2012/01/23","Mon",0.94180
2455951,"2012/01/24","Tue",0.94607
2455952,"2012/01/25","Wed",0.94286
2455953,"2012/01/26","Thu",0.94012
2455954,"2012/01/27","Fri",0.93826
"(C) 2012 Prof. Werner Antweiler, UBC"
