"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456020,"2012/04/02","Mon",0.91124
2456021,"2012/04/03","Tue",0.91066
2456022,"2012/04/04","Wed",0.92047
2456023,"2012/04/05","Thu",0.92670
"(C) 2012 Prof. Werner Antweiler, UBC"
