"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456594,"2013/10/28","Mon",0.85741
2456595,"2013/10/29","Tue",0.85999
2456596,"2013/10/30","Wed",0.85719
2456597,"2013/10/31","Thu",0.86836
2456598,"2013/11/01","Fri",0.87367
"(C) 2013 Prof. Werner Antweiler, UBC"
