"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456343,"2013/02/19","Tue",0.98834
2456344,"2013/02/20","Wed",0.98396
2456345,"2013/02/21","Thu",0.98184
2456346,"2013/02/22","Fri",0.97809
"(C) 2013 Prof. Werner Antweiler, UBC"
