"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456713,"2014/02/24","Mon",92.678
2456714,"2014/02/25","Tue",92.166
2456715,"2014/02/26","Wed",92.081
2456716,"2014/02/27","Thu",91.659
2456717,"2014/02/28","Fri",92.166
"(C) 2014 Prof. Werner Antweiler, UBC"
