"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456139,"2012/07/30","Mon",0.97761
2456140,"2012/07/31","Tue",0.97399
2456141,"2012/08/01","Wed",0.97513
2456142,"2012/08/02","Thu",0.98280
2456143,"2012/08/03","Fri",0.97116
"(C) 2012 Prof. Werner Antweiler, UBC"
