"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456377,"2013/03/25","Mon",0.75976
2456378,"2013/03/26","Tue",0.76505
2456379,"2013/03/27","Wed",0.76929
2456380,"2013/03/28","Thu",0.76675
"(C) 2013 Prof. Werner Antweiler, UBC"
