"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455187,"2009/12/21","Mon",1.0688
2455188,"2009/12/22","Tue",1.0795
2455189,"2009/12/23","Wed",1.0837
2455190,"2009/12/24","Thu",1.0803
"(C) 2009 Prof. Werner Antweiler, UBC"
