"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456503,"2013/07/29","Mon",0.97456
2456504,"2013/07/30","Tue",0.97153
2456505,"2013/07/31","Wed",0.97210
2456506,"2013/08/01","Thu",0.96730
2456507,"2013/08/02","Fri",0.96321
"(C) 2013 Prof. Werner Antweiler, UBC"
