"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456195,"2012/09/24","Mon",0.97953
2456196,"2012/09/25","Tue",0.98010
2456197,"2012/09/26","Wed",0.98097
2456198,"2012/09/27","Thu",0.97589
2456199,"2012/09/28","Fri",0.97857
"(C) 2012 Prof. Werner Antweiler, UBC"
