"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455187,"2009/12/21","Mon",0.65920
2455188,"2009/12/22","Tue",0.66516
2455189,"2009/12/23","Wed",0.66565
2455190,"2009/12/24","Thu",0.66366
"(C) 2009 Prof. Werner Antweiler, UBC"
