"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456587,"2013/10/21","Mon",0.87589
2456588,"2013/10/22","Tue",0.87032
2456589,"2013/10/23","Wed",0.85889
2456590,"2013/10/24","Thu",0.85550
2456591,"2013/10/25","Fri",0.85499
"(C) 2013 Prof. Werner Antweiler, UBC"
