"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456104,"2012/06/25","Mon",0.77779
2456105,"2012/06/26","Tue",0.78119
2456106,"2012/06/27","Wed",0.78272
2456107,"2012/06/28","Thu",0.77845
2456108,"2012/06/29","Fri",0.77459
"(C) 2012 Prof. Werner Antweiler, UBC"
