"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456412,"2013/04/29","Mon",0.95329
2456413,"2013/04/30","Tue",0.95740
2456414,"2013/05/01","Wed",0.96423
2456415,"2013/05/02","Thu",0.96674
2456416,"2013/05/03","Fri",0.96209
"(C) 2013 Prof. Werner Antweiler, UBC"
