"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456258,"2012/11/26","Mon",0.77519
2456259,"2012/11/27","Tue",0.77779
2456260,"2012/11/28","Wed",0.77936
2456261,"2012/11/29","Thu",0.77742
2456262,"2012/11/30","Fri",0.77393
"(C) 2012 Prof. Werner Antweiler, UBC"
