"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455684,"2011/05/02","Mon",0.91041
2455685,"2011/05/03","Tue",0.90744
2455686,"2011/05/04","Wed",0.89606
2455687,"2011/05/05","Thu",0.89985
2455688,"2011/05/06","Fri",0.90802
"(C) 2011 Prof. Werner Antweiler, UBC"
