"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456468,"2013/06/24","Mon",0.88747
2456469,"2013/06/25","Tue",0.89310
2456470,"2013/06/26","Wed",0.90114
2456471,"2013/06/27","Thu",0.90310
2456472,"2013/06/28","Fri",0.89896
"(C) 2013 Prof. Werner Antweiler, UBC"
