"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455733,"2011/06/20","Mon",82.034
2455734,"2011/06/21","Tue",82.440
2455735,"2011/06/22","Wed",82.305
2455736,"2011/06/23","Thu",82.102
2455737,"2011/06/24","Fri",81.566
"(C) 2011 Prof. Werner Antweiler, UBC"
