"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456258,"2012/11/26","Mon",0.62767
2456259,"2012/11/27","Tue",0.62798
2456260,"2012/11/28","Wed",0.62964
2456261,"2012/11/29","Thu",0.62842
2456262,"2012/11/30","Fri",0.62826
"(C) 2012 Prof. Werner Antweiler, UBC"
