"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456566,"2013/09/30","Mon",0.71839
2456567,"2013/10/01","Tue",0.71505
2456568,"2013/10/02","Wed",0.71210
2456569,"2013/10/03","Thu",0.71013
2456570,"2013/10/04","Fri",0.71434
"(C) 2013 Prof. Werner Antweiler, UBC"
