"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455712,"2011/05/30","Mon",1.0241
2455713,"2011/05/31","Tue",1.0322
2455714,"2011/06/01","Wed",1.0294
2455715,"2011/06/02","Thu",1.0211
"(C) 2011 Prof. Werner Antweiler, UBC"
