"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456132,"2012/07/23","Mon",0.95730
2456133,"2012/07/24","Tue",0.95547
2456134,"2012/07/25","Wed",0.95602
2456135,"2012/07/26","Thu",0.95293
2456136,"2012/07/27","Fri",0.95202
"(C) 2012 Prof. Werner Antweiler, UBC"
