"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2455187,"2009/12/21","Mon",0.98571
2455188,"2009/12/22","Tue",0.99335
2455189,"2009/12/23","Wed",0.99088
2455190,"2009/12/24","Thu",0.98873
"(C) 2009 Prof. Werner Antweiler, UBC"
