"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455866,"2011/10/31","Mon",0.94868
2455867,"2011/11/01","Tue",0.95184
2455868,"2011/11/02","Wed",0.95274
2455869,"2011/11/03","Thu",0.95411
2455870,"2011/11/04","Fri",0.94841
"(C) 2011 Prof. Werner Antweiler, UBC"
