"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456041,"2012/04/23","Mon",0.76658
2456042,"2012/04/24","Tue",0.76617
2456043,"2012/04/25","Wed",0.76876
2456044,"2012/04/26","Thu",0.76799
2456045,"2012/04/27","Fri",0.76976
"(C) 2012 Prof. Werner Antweiler, UBC"
