"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456476,"2013/07/02","Tue",1.0369
2456477,"2013/07/03","Wed",1.0459
2456478,"2013/07/04","Thu",1.0382
2456479,"2013/07/05","Fri",1.0434
"(C) 2013 Prof. Werner Antweiler, UBC"
