"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456531,"2013/08/26","Mon",1.0523
2456532,"2013/08/27","Tue",1.0621
2456533,"2013/08/28","Wed",1.0654
2456534,"2013/08/29","Thu",1.0647
2456535,"2013/08/30","Fri",1.0647
"(C) 2013 Prof. Werner Antweiler, UBC"
