"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456531,"2013/08/26","Mon",0.61099
2456532,"2013/08/27","Tue",0.61320
2456533,"2013/08/28","Wed",0.61425
2456534,"2013/08/29","Thu",0.61342
2456535,"2013/08/30","Fri",0.61267
"(C) 2013 Prof. Werner Antweiler, UBC"
