"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456171,"2012/08/31","Fri",0.80613
2456175,"2012/09/04","Tue",0.80684
2456176,"2012/09/05","Wed",0.80135
2456177,"2012/09/06","Thu",0.80600
2456178,"2012/09/07","Fri",0.79930
"(C) 2012 Prof. Werner Antweiler, UBC"
