"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456440,"2013/05/27","Mon",1.0057
2456441,"2013/05/28","Tue",1.0001
2456442,"2013/05/29","Wed",1.0012
2456443,"2013/05/30","Thu",1.0040
2456444,"2013/05/31","Fri",1.0069
"(C) 2013 Prof. Werner Antweiler, UBC"
