"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456013,"2012/03/26","Mon",0.63235
2456014,"2012/03/27","Tue",0.63068
2456015,"2012/03/28","Wed",0.63175
2456016,"2012/03/29","Thu",0.62862
2456017,"2012/03/30","Fri",0.62617
"(C) 2012 Prof. Werner Antweiler, UBC"
