"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456286,"2012/12/24","Mon",1.0088
2456289,"2012/12/27","Thu",1.0051
2456290,"2012/12/28","Fri",1.0048
"(C) 2012 Prof. Werner Antweiler, UBC"
