"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456349,"2013/02/25","Mon",90.992
2456350,"2013/02/26","Tue",88.889
2456351,"2013/02/27","Wed",89.686
2456352,"2013/02/28","Thu",89.767
2456353,"2013/03/01","Fri",90.826
"(C) 2013 Prof. Werner Antweiler, UBC"
