"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456013,"2012/03/26","Mon",0.95896
2456014,"2012/03/27","Tue",0.96034
2456015,"2012/03/28","Wed",0.96609
2456016,"2012/03/29","Thu",0.96862
2456017,"2012/03/30","Fri",0.96544
"(C) 2012 Prof. Werner Antweiler, UBC"
