"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455957,"2012/01/30","Mon",0.75965
2455958,"2012/01/31","Tue",0.76219
2455959,"2012/02/01","Wed",0.75965
2455960,"2012/02/02","Thu",0.76063
2455961,"2012/02/03","Fri",0.76728
"(C) 2012 Prof. Werner Antweiler, UBC"
