"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456343,"2013/02/19","Tue",0.64049
2456344,"2013/02/20","Wed",0.64313
2456345,"2013/02/21","Thu",0.64333
2456346,"2013/02/22","Fri",0.64115
"(C) 2013 Prof. Werner Antweiler, UBC"
